#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPL26L1	ETF1	9606.ENSP00000428223	9606.ENSP00000353741	0	0	0	0	0.126	0.800	0.500	0.124	0.913
RPL26L1	RPL30	9606.ENSP00000428223	9606.ENSP00000428085	0	0	0	0	0.840	0.984	0	0.413	0.998
RPL26L1	CUL7	9606.ENSP00000428223	9606.ENSP00000438788	0.091	0	0	0	0.595	0.635	0	0.204	0.878
RPL30	RSL24D1	9606.ENSP00000428085	9606.ENSP00000260443	0	0	0	0	0.281	0.990	0	0.139	0.993
RPL30	MRPL13	9606.ENSP00000428085	9606.ENSP00000306548	0.058	0	0	0	0.701	0.783	0	0.329	0.953
RPL30	MRPL4	9606.ENSP00000428085	9606.ENSP00000306902	0.057	0	0	0	0.701	0.781	0	0.291	0.950
RPL30	LARP4B	9606.ENSP00000428085	9606.ENSP00000326128	0	0	0	0	0.054	0	0.900	0	0.901
RPL30	ETF1	9606.ENSP00000428085	9606.ENSP00000353741	0	0	0	0	0.427	0.800	0.500	0.069	0.939
RPL30	SNRPE	9606.ENSP00000428085	9606.ENSP00000400591	0.057	0	0	0	0.746	0	0	0.390	0.841
RPL30	CUL7	9606.ENSP00000428085	9606.ENSP00000438788	0	0	0	0	0.691	0.782	0	0.305	0.949
RPL30	RPL26L1	9606.ENSP00000428085	9606.ENSP00000428223	0	0	0	0	0.840	0.984	0	0.413	0.998
RPS6KA3	TSC2	9606.ENSP00000368884	9606.ENSP00000219476	0	0	0	0	0.049	0.066	0.900	0.611	0.960
RPS6KA3	KRAS	9606.ENSP00000368884	9606.ENSP00000256078	0	0	0	0	0.099	0.157	0.900	0.420	0.950
RPS6KA3	CREB1	9606.ENSP00000368884	9606.ENSP00000387699	0	0	0	0	0.107	0.042	0.500	0.759	0.883
RSL24D1	CEBPZ	9606.ENSP00000260443	9606.ENSP00000234170	0	0	0	0	0.775	0	0	0.477	0.877
RSL24D1	DDX56	9606.ENSP00000260443	9606.ENSP00000258772	0	0	0	0	0.832	0.255	0	0.176	0.888
RSL24D1	CUL7	9606.ENSP00000260443	9606.ENSP00000438788	0	0	0	0	0.131	0.767	0	0	0.788
RSL24D1	PPAN-P2RY11	9606.ENSP00000260443	9606.ENSP00000377385	0	0	0	0	0.565	0.436	0	0.218	0.791
RSL24D1	MRPL4	9606.ENSP00000260443	9606.ENSP00000306902	0	0	0	0	0.129	0.760	0	0.282	0.836
RSL24D1	NGDN	9606.ENSP00000260443	9606.ENSP00000386134	0	0	0	0	0.843	0	0	0	0.843
RSL24D1	MRPL13	9606.ENSP00000260443	9606.ENSP00000306548	0	0	0	0	0.366	0.764	0	0.178	0.866
RSL24D1	RPL26L1	9606.ENSP00000260443	9606.ENSP00000428223	0	0	0	0	0.342	0.836	0	0.161	0.901
RSL24D1	RPL30	9606.ENSP00000260443	9606.ENSP00000428085	0	0	0	0	0.281	0.990	0	0.139	0.993
RUSC2	MVD	9606.ENSP00000393922	9606.ENSP00000301012	0.070	0	0	0	0.320	0.071	0.429	0.279	0.714
SCNN1D	TRPM4	9606.ENSP00000368411	9606.ENSP00000252826	0	0	0	0	0.055	0	0.720	0.078	0.734
SEC11A	SPCS1	9606.ENSP00000452697	9606.ENSP00000233025	0	0	0	0	0.220	0.829	0.800	0.839	0.995
SELENOT	TXNRD2	9606.ENSP00000418910	9606.ENSP00000383365	0	0	0	0	0.072	0	0	0.789	0.796
SET	HMGB2	9606.ENSP00000361777	9606.ENSP00000296503	0	0	0	0	0.174	0.292	0	0.553	0.716
SET	XPO1	9606.ENSP00000361777	9606.ENSP00000384863	0	0	0	0	0.142	0.292	0.800	0.167	0.885
SET	ANP32A	9606.ENSP00000361777	9606.ENSP00000417864	0	0	0	0	0.237	0.628	0.800	0.991	0.999
SHOC2	KRAS	9606.ENSP00000358464	9606.ENSP00000256078	0	0	0	0	0.096	0.587	0.900	0.759	0.989
SHOC2	PPP1CC	9606.ENSP00000358464	9606.ENSP00000341779	0	0	0	0	0.110	0.838	0.500	0.918	0.993
SLBP	SNRPD1	9606.ENSP00000417686	9606.ENSP00000300413	0	0	0	0	0.183	0	0	0.693	0.739
SMAD2	ZEB1	9606.ENSP00000262160	9606.ENSP00000354487	0	0	0	0	0.055	0.308	0	0.865	0.904
SMAD2	ACVR2B	9606.ENSP00000262160	9606.ENSP00000340361	0	0	0	0	0.086	0.354	0.900	0.755	0.983
SNCA	PSMA3	9606.ENSP00000500990	9606.ENSP00000216455	0	0	0	0	0.055	0	0.650	0.452	0.802
SNCA	TOMM20	9606.ENSP00000500990	9606.ENSP00000355566	0	0	0	0	0.042	0.295	0	0.980	0.985
SNCA	LAMP2	9606.ENSP00000500990	9606.ENSP00000408411	0	0	0	0	0.069	0.309	0	0.588	0.712
SNRNP27	SNRPA1	9606.ENSP00000244227	9606.ENSP00000254193	0	0	0	0	0.131	0.807	0	0.234	0.860
SNRNP27	LSM8	9606.ENSP00000244227	9606.ENSP00000249299	0	0	0	0	0.218	0.800	0.540	0.069	0.924
SNRNP27	LSM6	9606.ENSP00000244227	9606.ENSP00000296581	0	0	0	0	0.183	0.800	0.540	0.137	0.926
SNRNP27	SNRPD1	9606.ENSP00000244227	9606.ENSP00000300413	0	0	0	0	0.280	0.800	0.540	0.058	0.929
SNRNP27	LSM3	9606.ENSP00000244227	9606.ENSP00000302160	0	0	0	0	0.288	0.800	0.540	0.068	0.930
SNRNP27	LSM5	9606.ENSP00000244227	9606.ENSP00000410758	0	0	0	0	0.226	0.826	0.540	0.087	0.936
SNRNP27	SNRPE	9606.ENSP00000244227	9606.ENSP00000400591	0	0	0	0	0.342	0.831	0.540	0.293	0.959
SNRNP27	SNRNP70	9606.ENSP00000244227	9606.ENSP00000472998	0	0	0	0	0.307	0.800	0	0.757	0.963
SNRNP70	PNN	9606.ENSP00000472998	9606.ENSP00000216832	0	0	0	0	0.106	0.191	0.400	0.511	0.759
SNRNP70	SNRNP27	9606.ENSP00000472998	9606.ENSP00000244227	0	0	0	0	0.307	0.800	0	0.757	0.963
SNRNP70	LSM8	9606.ENSP00000472998	9606.ENSP00000249299	0	0	0	0	0.339	0.800	0	0.237	0.890
SNRNP70	SNRPA1	9606.ENSP00000472998	9606.ENSP00000254193	0	0	0	0	0.163	0.973	0	0.694	0.992
SNRNP70	LSM6	9606.ENSP00000472998	9606.ENSP00000296581	0	0	0	0	0.118	0.800	0	0	0.816
SNRNP70	SNRPD1	9606.ENSP00000472998	9606.ENSP00000300413	0	0	0	0	0.517	0.996	0.900	0.814	0.999
SNRNP70	LSM3	9606.ENSP00000472998	9606.ENSP00000302160	0	0	0	0	0.434	0.800	0	0.107	0.890
SNRNP70	CSTF3	9606.ENSP00000472998	9606.ENSP00000315791	0	0	0	0	0.181	0.538	0	0.346	0.731
SNRNP70	SRRM1	9606.ENSP00000472998	9606.ENSP00000326261	0	0	0	0	0.154	0.229	0	0.659	0.758
SNRNP70	MAGOH	9606.ENSP00000472998	9606.ENSP00000360525	0	0	0	0	0.348	0.591	0	0.206	0.770
SNRNP70	STRAP	9606.ENSP00000472998	9606.ENSP00000392270	0	0	0	0	0.097	0.582	0	0.310	0.717
SNRNP70	SNRPE	9606.ENSP00000472998	9606.ENSP00000400591	0	0	0	0	0.674	0.994	0.900	0.858	0.999
SNRNP70	LSM5	9606.ENSP00000472998	9606.ENSP00000410758	0	0	0	0	0.149	0.800	0	0.360	0.881
SNRNP70	DDX46	9606.ENSP00000472998	9606.ENSP00000416534	0.042	0	0	0	0.178	0.429	0	0.642	0.817
SNRNP70	SRSF10	9606.ENSP00000472998	9606.ENSP00000420195	0	0	0	0.632	0.257	0.374	0	0.519	0.757
SNRPA1	SNRNP27	9606.ENSP00000254193	9606.ENSP00000244227	0	0	0	0	0.131	0.807	0	0.234	0.860
SNRPA1	LSM8	9606.ENSP00000254193	9606.ENSP00000249299	0	0	0	0	0.174	0.962	0.900	0.427	0.997
SNRPA1	MAGOH	9606.ENSP00000254193	9606.ENSP00000360525	0	0	0	0	0.196	0.800	0	0.249	0.868
SNRPA1	SRRM1	9606.ENSP00000254193	9606.ENSP00000326261	0	0	0	0	0.187	0.806	0	0.265	0.874
SNRPA1	RBM8A	9606.ENSP00000254193	9606.ENSP00000463058	0	0	0	0	0.349	0.800	0	0.180	0.884
SNRPA1	U2SURP	9606.ENSP00000254193	9606.ENSP00000418563	0	0	0	0	0.163	0.591	0.800	0.160	0.934
SNRPA1	SNRNP70	9606.ENSP00000254193	9606.ENSP00000472998	0	0	0	0	0.163	0.973	0	0.694	0.992
SNRPA1	PPIE	9606.ENSP00000254193	9606.ENSP00000361918	0	0	0	0	0.127	0.895	0.900	0.235	0.992
SNRPA1	LSM5	9606.ENSP00000254193	9606.ENSP00000410758	0	0	0	0	0.179	0.896	0.900	0.354	0.993
SNRPA1	DDX46	9606.ENSP00000254193	9606.ENSP00000416534	0	0	0	0	0.106	0.955	0.800	0.469	0.995
SNRPA1	LSM3	9606.ENSP00000254193	9606.ENSP00000302160	0	0	0	0	0.271	0.924	0.900	0.346	0.995
SNRPA1	SNRPE	9606.ENSP00000254193	9606.ENSP00000400591	0	0	0	0	0.386	0.995	0.900	0.624	0.999
SNRPA1	LSM6	9606.ENSP00000254193	9606.ENSP00000296581	0	0	0	0	0.161	0.991	0.900	0.380	0.999
SNRPA1	SNRPD1	9606.ENSP00000254193	9606.ENSP00000300413	0	0	0	0	0.313	0.997	0.900	0.562	0.999
SNRPA1	CDC40	9606.ENSP00000254193	9606.ENSP00000357928	0	0	0	0	0.086	0.995	0.900	0.558	0.999
SNRPD1	SNRNP27	9606.ENSP00000300413	9606.ENSP00000244227	0	0	0	0	0.280	0.800	0.540	0.058	0.929
SNRPD1	LSM8	9606.ENSP00000300413	9606.ENSP00000249299	0	0	0	0	0.374	0.976	0.900	0.712	0.999
SNRPD1	SNRPA1	9606.ENSP00000300413	9606.ENSP00000254193	0	0	0	0	0.313	0.997	0.900	0.562	0.999
SNRPD1	LSM6	9606.ENSP00000300413	9606.ENSP00000296581	0	0	0	0	0.285	0.964	0.900	0.667	0.999
SNRPD1	SLBP	9606.ENSP00000300413	9606.ENSP00000417686	0	0	0	0	0.183	0	0	0.693	0.739
SNRPD1	U2SURP	9606.ENSP00000300413	9606.ENSP00000418563	0	0	0	0	0.198	0.109	0.500	0.368	0.744
SNRPD1	SRRM1	9606.ENSP00000300413	9606.ENSP00000326261	0	0	0	0	0.102	0.813	0	0.102	0.836
SNRPD1	RBM8A	9606.ENSP00000300413	9606.ENSP00000463058	0	0	0	0	0.446	0.800	0	0.081	0.889
SNRPD1	MAGOH	9606.ENSP00000300413	9606.ENSP00000360525	0	0	0	0	0.513	0.820	0	0.107	0.915
SNRPD1	STRAP	9606.ENSP00000300413	9606.ENSP00000392270	0	0	0	0	0.165	0.080	0.900	0.527	0.958
SNRPD1	PPIE	9606.ENSP00000300413	9606.ENSP00000361918	0	0	0	0	0.092	0.835	0.900	0.089	0.984
SNRPD1	DDX46	9606.ENSP00000300413	9606.ENSP00000416534	0	0	0	0	0.142	0.991	0.540	0.225	0.996
SNRPD1	LSM5	9606.ENSP00000300413	9606.ENSP00000410758	0	0	0	0	0.424	0.896	0.900	0.666	0.997
SNRPD1	SNRPE	9606.ENSP00000300413	9606.ENSP00000400591	0	0	0	0	0.858	0.997	0.900	0.996	0.999
SNRPD1	LSM3	9606.ENSP00000300413	9606.ENSP00000302160	0	0	0	0	0.702	0.967	0.900	0.665	0.999
SNRPD1	SNRNP70	9606.ENSP00000300413	9606.ENSP00000472998	0	0	0	0	0.517	0.996	0.900	0.814	0.999
SNRPD1	CDC40	9606.ENSP00000300413	9606.ENSP00000357928	0	0	0	0	0.108	0.989	0.900	0.384	0.999
SNRPE	SNRNP27	9606.ENSP00000400591	9606.ENSP00000244227	0	0	0	0	0.342	0.831	0.540	0.293	0.959
SNRPE	LSM8	9606.ENSP00000400591	9606.ENSP00000249299	0	0	0	0	0.518	0.937	0.900	0.713	0.999
SNRPE	SNRPA1	9606.ENSP00000400591	9606.ENSP00000254193	0	0	0	0	0.386	0.995	0.900	0.624	0.999
SNRPE	LSM6	9606.ENSP00000400591	9606.ENSP00000296581	0	0	0	0	0.484	0.983	0.900	0.755	0.999
SNRPE	SNRPD1	9606.ENSP00000400591	9606.ENSP00000300413	0	0	0	0	0.858	0.997	0.900	0.996	0.999
SNRPE	LSM3	9606.ENSP00000400591	9606.ENSP00000302160	0	0	0	0	0.836	0.999	0.900	0.664	0.999
SNRPE	SRRM1	9606.ENSP00000400591	9606.ENSP00000326261	0	0	0	0	0.097	0.838	0	0.077	0.853
SNRPE	CDC40	9606.ENSP00000400591	9606.ENSP00000357928	0	0	0	0	0.108	0.994	0.900	0.249	0.999
SNRPE	MAGOH	9606.ENSP00000400591	9606.ENSP00000360525	0	0	0	0	0.755	0.802	0	0.188	0.957
SNRPE	PPIE	9606.ENSP00000400591	9606.ENSP00000361918	0	0	0	0	0.086	0.901	0.900	0.183	0.991
SNRPE	STRAP	9606.ENSP00000400591	9606.ENSP00000392270	0	0	0	0	0.181	0.475	0.900	0.336	0.967
SNRPE	U2SURP	9606.ENSP00000400591	9606.ENSP00000418563	0	0	0	0	0.253	0.261	0.500	0.148	0.733
SNRPE	RPL30	9606.ENSP00000400591	9606.ENSP00000428085	0.057	0	0	0	0.746	0	0	0.390	0.841
SNRPE	RBM8A	9606.ENSP00000400591	9606.ENSP00000463058	0	0	0	0	0.366	0.801	0	0.075	0.873
SNRPE	DDX46	9606.ENSP00000400591	9606.ENSP00000416534	0	0	0	0	0.126	0.937	0.540	0.130	0.975
SNRPE	LSM5	9606.ENSP00000400591	9606.ENSP00000410758	0	0	0	0	0.586	0.976	0.900	0.738	0.999
SNRPE	SNRNP70	9606.ENSP00000400591	9606.ENSP00000472998	0	0	0	0	0.674	0.994	0.900	0.858	0.999
SNX10	OSTM1	9606.ENSP00000395474	9606.ENSP00000193322	0	0	0	0	0.083	0	0	0.771	0.781
SOD3	CAT	9606.ENSP00000371554	9606.ENSP00000241052	0.115	0	0	0	0.142	0.114	0.792	0.349	0.892
SPCS1	SEC11A	9606.ENSP00000233025	9606.ENSP00000452697	0	0	0	0	0.220	0.829	0.800	0.839	0.995
SREBF2	NPC1	9606.ENSP00000354476	9606.ENSP00000269228	0	0	0	0	0.083	0.429	0	0.878	0.930
SREBF2	MVD	9606.ENSP00000354476	9606.ENSP00000301012	0	0	0	0	0.244	0	0.750	0.487	0.894
SRRM1	PNN	9606.ENSP00000326261	9606.ENSP00000216832	0	0	0	0	0.464	0.207	0.500	0.915	0.979
SRRM1	LSM8	9606.ENSP00000326261	9606.ENSP00000249299	0	0	0	0	0.072	0.800	0	0	0.806
SRRM1	SNRPA1	9606.ENSP00000326261	9606.ENSP00000254193	0	0	0	0	0.187	0.806	0	0.265	0.874
SRRM1	LSM6	9606.ENSP00000326261	9606.ENSP00000296581	0	0	0	0	0.072	0.800	0	0.117	0.821
SRRM1	SNRPD1	9606.ENSP00000326261	9606.ENSP00000300413	0	0	0	0	0.102	0.813	0	0.102	0.836
SRRM1	LSM3	9606.ENSP00000326261	9606.ENSP00000302160	0	0	0	0	0.079	0.800	0	0	0.807
SRRM1	SNRNP70	9606.ENSP00000326261	9606.ENSP00000472998	0	0	0	0	0.154	0.229	0	0.659	0.758
SRRM1	LSM5	9606.ENSP00000326261	9606.ENSP00000410758	0	0	0	0	0.074	0.800	0	0	0.806
SRRM1	PPIE	9606.ENSP00000326261	9606.ENSP00000361918	0	0	0	0	0.067	0.821	0	0.089	0.835
SRRM1	SNRPE	9606.ENSP00000326261	9606.ENSP00000400591	0	0	0	0	0.097	0.838	0	0.077	0.853
SRRM1	RBM8A	9606.ENSP00000326261	9606.ENSP00000463058	0	0	0	0	0.138	0.121	0.500	0.738	0.887
SRRM1	MAGOH	9606.ENSP00000326261	9606.ENSP00000360525	0	0	0	0	0.062	0.591	0.500	0.813	0.959
SRRM1	CDC40	9606.ENSP00000326261	9606.ENSP00000357928	0	0	0	0	0.067	0.800	0.800	0.239	0.967
SRSF10	PNN	9606.ENSP00000420195	9606.ENSP00000216832	0	0	0	0	0.151	0.592	0	0.226	0.708
SRSF10	MAGOH	9606.ENSP00000420195	9606.ENSP00000360525	0	0	0	0	0.213	0.595	0	0.265	0.745
SRSF10	HNRNPH2	9606.ENSP00000420195	9606.ENSP00000361927	0	0	0	0	0.089	0.094	0.400	0.534	0.738
SRSF10	BCLAF1	9606.ENSP00000420195	9606.ENSP00000435210	0	0	0	0	0.514	0.046	0	0.469	0.732
SRSF10	SNRNP70	9606.ENSP00000420195	9606.ENSP00000472998	0	0	0	0.632	0.257	0.374	0	0.519	0.757
STAG1	NIPBL	9606.ENSP00000372689	9606.ENSP00000282516	0	0	0	0	0.369	0.956	0.500	0.840	0.997
STK26	CASP3	9606.ENSP00000377867	9606.ENSP00000311032	0	0	0	0	0.053	0	0.750	0.447	0.857
STRAP	SNRPD1	9606.ENSP00000392270	9606.ENSP00000300413	0	0	0	0	0.165	0.080	0.900	0.527	0.958
STRAP	SNRNP70	9606.ENSP00000392270	9606.ENSP00000472998	0	0	0	0	0.097	0.582	0	0.310	0.717
STRAP	SNRPE	9606.ENSP00000392270	9606.ENSP00000400591	0	0	0	0	0.181	0.475	0.900	0.336	0.967
STX6	BET1	9606.ENSP00000258301	9606.ENSP00000222547	0	0	0	0	0.049	0.455	0.540	0.796	0.945
STX6	MARCHF3	9606.ENSP00000258301	9606.ENSP00000309141	0	0	0	0	0	0.100	0	0.906	0.912
SUMO4	UBE2V2	9606.ENSP00000318635	9606.ENSP00000428209	0	0	0	0	0.062	0.095	0	0.805	0.820
TAF11	TBP	9606.ENSP00000354633	9606.ENSP00000230354	0	0	0	0	0.090	0.999	0.900	0.920	0.999
TAF11	GTF2E1	9606.ENSP00000354633	9606.ENSP00000283875	0	0	0	0	0.067	0.905	0.900	0.261	0.992
TAF11	MED16	9606.ENSP00000354633	9606.ENSP00000325612	0	0	0	0	0	0.800	0	0	0.800
TAF11	GTF2A2	9606.ENSP00000354633	9606.ENSP00000379372	0	0	0	0	0.067	0.819	0.900	0.514	0.990
TBP	CREB1	9606.ENSP00000230354	9606.ENSP00000387699	0	0	0	0	0.164	0	0	0.697	0.735
TBP	MED16	9606.ENSP00000230354	9606.ENSP00000325612	0	0	0	0	0	0.812	0	0.278	0.858
TBP	DR1	9606.ENSP00000230354	9606.ENSP00000359295	0	0	0	0	0.049	0.964	0	0.952	0.998
TBP	GTF2E1	9606.ENSP00000230354	9606.ENSP00000283875	0	0	0	0	0.231	0.971	0.900	0.864	0.999
TBP	GTF2A2	9606.ENSP00000230354	9606.ENSP00000379372	0	0	0	0	0.079	0.996	0.900	0.818	0.999
TBP	TAF11	9606.ENSP00000230354	9606.ENSP00000354633	0	0	0	0	0.090	0.999	0.900	0.920	0.999
TDG	RAD23B	9606.ENSP00000376611	9606.ENSP00000350708	0	0	0	0	0.109	0.303	0	0.627	0.748
TEFM	POLRMT	9606.ENSP00000462963	9606.ENSP00000465759	0	0	0	0	0.067	0.942	0	0.952	0.997
TEK	FGF17	9606.ENSP00000369375	9606.ENSP00000352414	0	0	0	0	0	0.168	0.650	0.521	0.848
TEK	ENG	9606.ENSP00000369375	9606.ENSP00000362299	0	0	0	0	0.353	0	0	0.750	0.831
TGFB1I1	PTPN12	9606.ENSP00000378332	9606.ENSP00000248594	0	0	0	0	0.065	0.294	0	0.653	0.751
TGFB1I1	TLN2	9606.ENSP00000378332	9606.ENSP00000453508	0	0	0	0	0.052	0	0	0.773	0.776
THOC7	RBM8A	9606.ENSP00000295899	9606.ENSP00000463058	0	0	0	0	0.173	0.239	0.500	0.174	0.705
TIMM17A	YME1L1	9606.ENSP00000356256	9606.ENSP00000318480	0	0	0	0	0.133	0	0	0.703	0.731
TIMM17A	TOMM20	9606.ENSP00000356256	9606.ENSP00000355566	0	0	0	0	0.172	0	0	0.922	0.932
TLN2	ITGB4	9606.ENSP00000453508	9606.ENSP00000200181	0	0	0	0	0.067	0.104	0.650	0.432	0.811
TLN2	TGFB1I1	9606.ENSP00000453508	9606.ENSP00000378332	0	0	0	0	0.052	0	0	0.773	0.776
TMEM30A	ATP8B1	9606.ENSP00000230461	9606.ENSP00000497896	0	0	0	0	0.068	0.986	0.900	0.858	0.999
TNS2	AXL	9606.ENSP00000319756	9606.ENSP00000301178	0	0	0	0	0.083	0.329	0	0.866	0.910
TOMM20	TIMM17A	9606.ENSP00000355566	9606.ENSP00000356256	0	0	0	0	0.172	0	0	0.922	0.932
TOMM20	SNCA	9606.ENSP00000355566	9606.ENSP00000500990	0	0	0	0	0.042	0.295	0	0.980	0.985
TOPBP1	RPA1	9606.ENSP00000260810	9606.ENSP00000254719	0	0	0	0	0.134	0.278	0.500	0.687	0.889
TOPBP1	MCM6	9606.ENSP00000260810	9606.ENSP00000264156	0	0	0	0	0.257	0	0	0.642	0.722
TOPBP1	GINS1	9606.ENSP00000260810	9606.ENSP00000262460	0	0	0	0	0.168	0.536	0	0.421	0.757
TRAK2	GABRE	9606.ENSP00000328875	9606.ENSP00000359353	0	0	0	0	0	0	0.900	0.115	0.907
TRIP10	BIN1	9606.ENSP00000320117	9606.ENSP00000316779	0	0	0	0	0.051	0.090	0	0.850	0.859
TRPM4	SCNN1D	9606.ENSP00000252826	9606.ENSP00000368411	0	0	0	0	0.055	0	0.720	0.078	0.734
TSC2	RASA1	9606.ENSP00000219476	9606.ENSP00000274376	0	0	0	0	0.049	0	0	0.928	0.928
TSC2	RPS6KA3	9606.ENSP00000219476	9606.ENSP00000368884	0	0	0	0	0.049	0.066	0.900	0.611	0.960
TXNDC9	HSPA14	9606.ENSP00000264255	9606.ENSP00000367623	0	0	0	0	0.112	0.100	0	0.678	0.720
TXNDC9	BECN1	9606.ENSP00000264255	9606.ENSP00000355231	0	0	0	0	0.060	0	0	0.734	0.739
TXNRD2	KYAT3	9606.ENSP00000383365	9606.ENSP00000260508	0	0	0	0	0.060	0.166	0.907	0.129	0.928
TXNRD2	SELENOT	9606.ENSP00000383365	9606.ENSP00000418910	0	0	0	0	0.072	0	0	0.789	0.796
U2SURP	SNRPA1	9606.ENSP00000418563	9606.ENSP00000254193	0	0	0	0	0.163	0.591	0.800	0.160	0.934
U2SURP	SNRPD1	9606.ENSP00000418563	9606.ENSP00000300413	0	0	0	0	0.198	0.109	0.500	0.368	0.744
U2SURP	SNRPE	9606.ENSP00000418563	9606.ENSP00000400591	0	0	0	0	0.253	0.261	0.500	0.148	0.733
U2SURP	DDX46	9606.ENSP00000418563	9606.ENSP00000416534	0	0	0	0	0.494	0	0.800	0.259	0.918
U2SURP	BCLAF1	9606.ENSP00000418563	9606.ENSP00000435210	0	0	0	0	0.797	0	0	0	0.797
UBA3	NAE1	9606.ENSP00000354340	9606.ENSP00000351990	0	0	0	0	0.657	0.997	0.900	0.999	0.999
UBA3	UBE2A	9606.ENSP00000354340	9606.ENSP00000360613	0.043	0	0	0	0.169	0.196	0.500	0.306	0.738
UBA3	CUL4B	9606.ENSP00000354340	9606.ENSP00000384109	0	0	0	0	0.100	0	0.500	0.547	0.778
UBA3	CUL7	9606.ENSP00000354340	9606.ENSP00000438788	0	0	0	0	0	0.046	0	0.813	0.814
UBA3	UBE2D2	9606.ENSP00000354340	9606.ENSP00000381717	0.043	0	0	0	0.091	0.345	0.500	0.473	0.822
UBA3	UBE2D1	9606.ENSP00000354340	9606.ENSP00000363019	0.043	0	0	0	0.120	0.196	0.500	0.635	0.854
UBE2A	UBA3	9606.ENSP00000360613	9606.ENSP00000354340	0.043	0	0	0	0.169	0.196	0.500	0.306	0.738
UBE2A	UBE2D2	9606.ENSP00000360613	9606.ENSP00000381717	0	0	0	0.910	0.133	0.136	0.400	0.476	0.733
UBE2A	CUL4B	9606.ENSP00000360613	9606.ENSP00000384109	0	0	0	0	0.251	0.059	0	0.714	0.781
UBE2A	UBE2V2	9606.ENSP00000360613	9606.ENSP00000428209	0	0	0	0	0.152	0.284	0.720	0.787	0.959
UBE2D1	RNF11	9606.ENSP00000363019	9606.ENSP00000242719	0	0	0	0	0.094	0.643	0	0.581	0.852
UBE2D1	PEX10	9606.ENSP00000363019	9606.ENSP00000288774	0	0	0	0	0	0.279	0.500	0.504	0.805
UBE2D1	PEX2	9606.ENSP00000363019	9606.ENSP00000349543	0	0	0	0	0.044	0.256	0.500	0.272	0.706
UBE2D1	UBA3	9606.ENSP00000363019	9606.ENSP00000354340	0.043	0	0	0	0.120	0.196	0.500	0.635	0.854
UBE2D1	UBE4A	9606.ENSP00000363019	9606.ENSP00000387362	0	0	0	0	0.049	0.423	0	0.655	0.794
UBE2D1	UBE2V2	9606.ENSP00000363019	9606.ENSP00000428209	0	0	0	0	0.124	0.284	0	0.744	0.825
UBE2D1	UBE2D2	9606.ENSP00000363019	9606.ENSP00000381717	0	0	0.049	0.982	0.057	0.430	0.900	0.057	0.943
UBE2D2	RNF11	9606.ENSP00000381717	9606.ENSP00000242719	0	0	0	0	0.105	0.646	0	0.196	0.723
UBE2D2	RNF38	9606.ENSP00000381717	9606.ENSP00000259605	0	0	0	0	0.062	0.968	0	0.899	0.996
UBE2D2	PEX10	9606.ENSP00000381717	9606.ENSP00000288774	0	0	0	0	0	0.279	0.500	0.535	0.817
UBE2D2	RNF13	9606.ENSP00000381717	9606.ENSP00000341361	0	0	0	0	0	0.929	0	0.050	0.930
UBE2D2	PEX2	9606.ENSP00000381717	9606.ENSP00000349543	0	0	0	0	0.049	0.256	0.500	0.560	0.823
UBE2D2	UBA3	9606.ENSP00000381717	9606.ENSP00000354340	0.043	0	0	0	0.091	0.345	0.500	0.473	0.822
UBE2D2	PJA1	9606.ENSP00000381717	9606.ENSP00000355014	0	0	0	0	0.062	0.561	0	0.638	0.838
UBE2D2	UBE2A	9606.ENSP00000381717	9606.ENSP00000360613	0	0	0	0.910	0.133	0.136	0.400	0.476	0.733
UBE2D2	UBE2D1	9606.ENSP00000381717	9606.ENSP00000363019	0	0	0.049	0.982	0.057	0.430	0.900	0.057	0.943
UBE2D2	RNF115	9606.ENSP00000381717	9606.ENSP00000463650	0	0	0	0	0.062	0.705	0	0.337	0.801
UBE2D2	UBE2V2	9606.ENSP00000381717	9606.ENSP00000428209	0	0	0	0	0.124	0.284	0	0.829	0.883
UBE2V2	PSMA3	9606.ENSP00000428209	9606.ENSP00000216455	0	0	0	0	0.654	0	0	0.293	0.745
UBE2V2	REV1	9606.ENSP00000428209	9606.ENSP00000258428	0	0	0	0	0.059	0.219	0	0.818	0.854
UBE2V2	PSMA5	9606.ENSP00000428209	9606.ENSP00000271308	0	0	0	0	0.555	0	0	0.394	0.719
UBE2V2	SUMO4	9606.ENSP00000428209	9606.ENSP00000318635	0	0	0	0	0.062	0.095	0	0.805	0.820
UBE2V2	RAD23B	9606.ENSP00000428209	9606.ENSP00000350708	0	0	0	0	0.090	0.345	0.500	0.266	0.752
UBE2V2	REV3L	9606.ENSP00000428209	9606.ENSP00000351697	0	0	0	0	0.045	0.633	0	0.771	0.912
UBE2V2	UBE2A	9606.ENSP00000428209	9606.ENSP00000360613	0	0	0	0	0.152	0.284	0.720	0.787	0.959
UBE2V2	UBE2D1	9606.ENSP00000428209	9606.ENSP00000363019	0	0	0	0	0.124	0.284	0	0.744	0.825
UBE2V2	UBE2D2	9606.ENSP00000428209	9606.ENSP00000381717	0	0	0	0	0.124	0.284	0	0.829	0.883
UBE4A	UBQLN2	9606.ENSP00000387362	9606.ENSP00000345195	0	0	0	0	0.164	0.498	0	0.856	0.934
