#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LYN	CD19	9606.ENSP00000428924	9606.ENSP00000313419	0	0	0	0	0.105	0.292	0.900	0.987	0.999
LYN	HCLS1	9606.ENSP00000428924	9606.ENSP00000320176	0	0	0	0	0.262	0.537	0	0.889	0.959
LYN	HSP90AA1	9606.ENSP00000428924	9606.ENSP00000335153	0	0	0	0	0	0.495	0	0.638	0.809
LYN	FCGR1A	9606.ENSP00000428924	9606.ENSP00000358165	0	0	0	0	0.080	0.102	0.900	0.354	0.939
LYN	GNAI3	9606.ENSP00000428924	9606.ENSP00000358867	0	0	0	0	0.082	0.088	0.900	0.093	0.913
LYN	VAV3	9606.ENSP00000428924	9606.ENSP00000359073	0	0	0	0	0.092	0	0.500	0.587	0.796
LYN	FGR	9606.ENSP00000428924	9606.ENSP00000363117	0	0	0.065	0.950	0.259	0.627	0	0.123	0.743
LYN	HCK	9606.ENSP00000428924	9606.ENSP00000365012	0	0	0.054	0.973	0.364	0.598	0.900	0.533	0.986
LYN	GRB2	9606.ENSP00000428924	9606.ENSP00000376345	0	0	0	0.730	0.155	0.136	0.400	0.731	0.866
LYN	CD79B	9606.ENSP00000428924	9606.ENSP00000376544	0	0	0	0	0.108	0	0.900	0.975	0.997
LYN	PRKCA	9606.ENSP00000428924	9606.ENSP00000408695	0	0	0	0.581	0.042	0.050	0.900	0.170	0.914
LYN	PTPRC	9606.ENSP00000428924	9606.ENSP00000411355	0	0	0	0	0.297	0.333	0.900	0.647	0.981
LYN	MME	9606.ENSP00000428924	9606.ENSP00000418525	0	0	0	0	0.047	0.510	0	0.496	0.744
LYN	PECAM1	9606.ENSP00000428924	9606.ENSP00000457421	0	0	0	0	0.149	0.321	0.400	0.497	0.802
LYN	DOCK2	9606.ENSP00000428924	9606.ENSP00000429283	0	0	0	0	0.191	0.045	0.900	0.176	0.927
LYN	PRKCB	9606.ENSP00000428924	9606.ENSP00000496129	0	0	0	0.578	0.100	0.327	0.900	0.238	0.947
LYN	PLCG2	9606.ENSP00000428924	9606.ENSP00000482457	0	0	0	0.563	0.263	0.516	0.400	0.839	0.961
LYRM4	ACO2	9606.ENSP00000443900	9606.ENSP00000216254	0	0	0	0	0.070	0	0	0.837	0.842
LYRM4	NUBP1	9606.ENSP00000443900	9606.ENSP00000283027	0	0	0	0	0.063	0	0	0.727	0.733
LYRM4	NFS1	9606.ENSP00000443900	9606.ENSP00000363205	0	0	0	0	0.169	0.996	0.800	0.999	0.999
LYRM4	NFU1	9606.ENSP00000443900	9606.ENSP00000387219	0	0	0	0	0.075	0	0	0.811	0.817
LYRM4	SCLY	9606.ENSP00000443900	9606.ENSP00000499199	0	0	0	0	0.082	0.641	0	0.408	0.788
MAGED1	UBXN1	9606.ENSP00000364847	9606.ENSP00000294119	0	0	0	0	0.044	0.994	0	0	0.994
MAGED1	MAGED2	9606.ENSP00000364847	9606.ENSP00000364193	0	0	0.065	0.869	0.542	0.428	0	0.176	0.771
MAGED2	GNAL	9606.ENSP00000364193	9606.ENSP00000334051	0	0	0	0	0.068	0.741	0	0	0.748
MAGED2	MAGED1	9606.ENSP00000364193	9606.ENSP00000364847	0	0	0.065	0.869	0.542	0.428	0	0.176	0.771
MAP3K3	ITGB1BP1	9606.ENSP00000354927	9606.ENSP00000353850	0	0	0	0	0	0	0	0.834	0.834
MAP3K3	IKBKB	9606.ENSP00000354927	9606.ENSP00000430684	0	0	0	0.565	0.107	0.215	0.900	0.489	0.959
MAP3K5	TRAF5	9606.ENSP00000351908	9606.ENSP00000261464	0	0	0	0	0.061	0.626	0	0.544	0.826
MAP3K5	GSTM1	9606.ENSP00000351908	9606.ENSP00000311469	0	0	0	0	0.061	0.510	0	0.701	0.850
MAP3K5	HSPA5	9606.ENSP00000351908	9606.ENSP00000324173	0	0	0	0	0	0	0	0.723	0.723
MAP3K5	MAPK11	9606.ENSP00000351908	9606.ENSP00000333685	0	0	0	0.641	0.087	0.071	0.900	0.255	0.928
MAP3K5	ATF6	9606.ENSP00000351908	9606.ENSP00000356919	0	0	0	0	0.063	0	0	0.706	0.712
MAP3K5	FAS	9606.ENSP00000351908	9606.ENSP00000498466	0	0	0	0	0.118	0.677	0	0.303	0.784
MAP3K5	ARRB1	9606.ENSP00000351908	9606.ENSP00000409581	0	0	0	0	0.054	0.625	0	0.772	0.912
MAP3K5	YWHAZ	9606.ENSP00000351908	9606.ENSP00000379287	0	0	0	0	0.087	0.785	0	0.791	0.955
MAP3K5	ARRB2	9606.ENSP00000351908	9606.ENSP00000403701	0	0	0	0	0.056	0.609	0	0.969	0.987
MAPK11	GNB2	9606.ENSP00000333685	9606.ENSP00000305260	0	0	0	0	0.145	0.162	0.650	0.116	0.748
MAPK11	CARM1	9606.ENSP00000333685	9606.ENSP00000325690	0	0	0	0	0.095	0.071	0.900	0.107	0.914
MAPK11	NCF4	9606.ENSP00000333685	9606.ENSP00000380334	0	0	0	0	0.074	0.113	0.650	0.131	0.717
MAPK11	GNAI3	9606.ENSP00000333685	9606.ENSP00000358867	0	0	0	0	0.108	0.134	0.650	0.114	0.728
MAPK11	NCF2	9606.ENSP00000333685	9606.ENSP00000356505	0	0	0	0	0	0	0.650	0.457	0.802
MAPK11	KHSRP	9606.ENSP00000333685	9606.ENSP00000381216	0	0	0	0	0.086	0	0.750	0.237	0.810
MAPK11	ELK1	9606.ENSP00000333685	9606.ENSP00000366182	0	0	0	0	0.100	0.094	0.900	0.099	0.916
MAPK11	MAP3K5	9606.ENSP00000333685	9606.ENSP00000351908	0	0	0	0.641	0.087	0.071	0.900	0.255	0.928
MAPK11	FOXO3	9606.ENSP00000333685	9606.ENSP00000339527	0	0	0	0	0	0.057	0.900	0.312	0.929
MAPK11	FOXO1	9606.ENSP00000333685	9606.ENSP00000368880	0	0	0	0	0	0.057	0.900	0.316	0.929
MAPK7	KLF2	9606.ENSP00000311005	9606.ENSP00000248071	0	0	0	0	0.066	0.099	0	0.729	0.752
MAPRE1	PPP1R13L	9606.ENSP00000364721	9606.ENSP00000354218	0	0	0	0	0.068	0.800	0	0.060	0.809
MAPRE1	BUB3	9606.ENSP00000364721	9606.ENSP00000357858	0	0	0	0	0.149	0.295	0.500	0.353	0.780
MARC2	CYB5R3	9606.ENSP00000355880	9606.ENSP00000354468	0	0	0	0	0	0	0.500	0.424	0.700
MARC2	MOCS2	9606.ENSP00000355880	9606.ENSP00000380157	0.114	0	0	0	0.057	0	0	0.909	0.918
MARCKS	PRKCD	9606.ENSP00000478061	9606.ENSP00000331602	0	0	0	0	0.067	0	0.900	0.528	0.952
MARCKS	SYN3	9606.ENSP00000478061	9606.ENSP00000351614	0	0	0	0	0	0	0	0.814	0.814
MARCKS	GAP43	9606.ENSP00000478061	9606.ENSP00000377372	0	0	0	0	0.068	0	0	0.719	0.726
MARCKS	PRKCA	9606.ENSP00000478061	9606.ENSP00000408695	0	0	0	0	0	0	0.750	0.650	0.908
MARS1	CARS2	9606.ENSP00000262027	9606.ENSP00000257347	0.099	0	0	0	0.155	0	0	0.809	0.842
MARS1	EEF2	9606.ENSP00000262027	9606.ENSP00000307940	0	0	0	0	0.501	0.125	0	0.481	0.754
MARS1	RPL5	9606.ENSP00000262027	9606.ENSP00000359345	0.046	0	0	0	0.583	0.231	0	0.298	0.757
MARS1	VARS1	9606.ENSP00000262027	9606.ENSP00000364815	0.055	0	0	0	0.329	0.271	0	0.814	0.902
MARS1	MTR	9606.ENSP00000262027	9606.ENSP00000355536	0.042	0	0	0	0.123	0	0.900	0.439	0.946
MARS1	CTH	9606.ENSP00000262027	9606.ENSP00000359976	0.042	0	0	0	0.129	0	0.900	0.456	0.948
MARS1	DARS1	9606.ENSP00000262027	9606.ENSP00000264161	0.057	0	0	0	0.365	0.963	0.900	0.765	0.999
MARS1	KARS1	9606.ENSP00000262027	9606.ENSP00000325448	0.049	0	0	0	0.631	0.912	0.900	0.991	0.999
MARS1	AIMP1	9606.ENSP00000262027	9606.ENSP00000378191	0	0.899	0	0	0.287	0.978	0.900	0.733	0.999
MBD4	SMUG1	9606.ENSP00000249910	9606.ENSP00000424191	0	0	0	0	0.056	0	0	0.860	0.862
MBTPS1	C12orf49	9606.ENSP00000344223	9606.ENSP00000261318	0	0	0	0	0	0.228	0	0.751	0.799
MBTPS1	HSPA5	9606.ENSP00000344223	9606.ENSP00000324173	0.042	0	0	0	0.111	0.123	0	0.758	0.795
MBTPS1	ATF6B	9606.ENSP00000344223	9606.ENSP00000364349	0	0	0	0	0.053	0	0	0.784	0.786
MBTPS1	PCSK6	9606.ENSP00000344223	9606.ENSP00000482760	0	0	0	0	0	0	0	0.834	0.834
MBTPS1	ATF6	9606.ENSP00000344223	9606.ENSP00000356919	0	0	0	0	0.085	0	0.750	0.899	0.974
MCCC1	ECHS1	9606.ENSP00000265594	9606.ENSP00000357535	0.057	0	0	0	0.182	0.066	0.920	0.299	0.952
MCF2	PLEK	9606.ENSP00000430276	9606.ENSP00000234313	0	0	0	0	0	0	0	0.977	0.977
MCF2	EZR	9606.ENSP00000430276	9606.ENSP00000338934	0	0	0	0	0	0	0	0.836	0.836
MCF2	RHOG	9606.ENSP00000430276	9606.ENSP00000339467	0	0	0	0	0	0.107	0.400	0.743	0.850
MCF2	ITSN2	9606.ENSP00000430276	9606.ENSP00000347244	0	0	0	0	0.057	0	0	0.732	0.736
MCF2	ITSN1	9606.ENSP00000430276	9606.ENSP00000370719	0	0	0	0	0	0	0	0.743	0.743
MCF2	RDX	9606.ENSP00000430276	9606.ENSP00000496414	0	0	0	0	0.042	0.292	0	0.598	0.703
MCHR1	BBIP1	9606.ENSP00000249016	9606.ENSP00000433157	0	0	0	0	0	0	0.500	0.552	0.766
MCTS1	RPS27A	9606.ENSP00000360365	9606.ENSP00000272317	0	0	0	0	0.135	0.800	0	0	0.820
MCTS1	EIF1	9606.ENSP00000360365	9606.ENSP00000419449	0	0	0	0	0.190	0.470	0	0.539	0.785
MCTS1	RPS24	9606.ENSP00000360365	9606.ENSP00000414321	0	0	0	0	0.109	0.800	0	0	0.814
MCTS1	RPS6	9606.ENSP00000360365	9606.ENSP00000369757	0	0	0	0	0.072	0.800	0	0.101	0.819
MCTS1	RPS7	9606.ENSP00000360365	9606.ENSP00000495273	0	0	0	0	0.141	0.802	0	0	0.823
MCTS1	RACK1	9606.ENSP00000360365	9606.ENSP00000426909	0	0	0	0	0.241	0.800	0	0	0.841
MCUB	SETDB1	9606.ENSP00000378145	9606.ENSP00000271640	0	0	0	0	0	0.705	0	0	0.705
MDM2	CRBN	9606.ENSP00000258149	9606.ENSP00000231948	0	0	0	0	0	0	0	0.700	0.700
MDM2	PDGFRA	9606.ENSP00000258149	9606.ENSP00000257290	0	0	0	0	0	0.045	0.650	0.570	0.843
MDM2	XRCC6	9606.ENSP00000258149	9606.ENSP00000352257	0	0	0	0	0	0.541	0	0.405	0.715
MDM2	SLC35E3	9606.ENSP00000258149	9606.ENSP00000381089	0	0.634	0	0	0.097	0	0	0.255	0.732
MDM2	CUL1	9606.ENSP00000258149	9606.ENSP00000326804	0	0	0	0	0	0.510	0	0.493	0.741
MDM2	FOXO1	9606.ENSP00000258149	9606.ENSP00000368880	0	0	0	0	0	0.523	0	0.546	0.774
MDM2	RPS6	9606.ENSP00000258149	9606.ENSP00000369757	0	0	0	0	0	0.469	0	0.622	0.791
MDM2	EGFR	9606.ENSP00000258149	9606.ENSP00000275493	0	0	0	0	0	0	0.650	0.718	0.897
MDM2	LUM	9606.ENSP00000258149	9606.ENSP00000266718	0	0	0	0	0.055	0	0.900	0.060	0.903
MDM2	HSP90AA1	9606.ENSP00000258149	9606.ENSP00000335153	0	0	0	0	0.049	0.539	0	0.810	0.909
MDM2	KAT5	9606.ENSP00000258149	9606.ENSP00000340330	0	0	0	0	0	0.735	0	0.696	0.915
MDM2	RPS7	9606.ENSP00000258149	9606.ENSP00000495273	0	0	0	0	0	0.828	0	0.776	0.959
MDM2	BTRC	9606.ENSP00000258149	9606.ENSP00000359206	0	0	0	0	0.059	0.292	0.900	0.477	0.960
MDM2	HDAC1	9606.ENSP00000258149	9606.ENSP00000362649	0	0	0	0	0.061	0.737	0	0.863	0.963
MDM2	IGF1R	9606.ENSP00000258149	9606.ENSP00000497069	0	0	0	0	0.056	0.803	0.650	0.753	0.981
MDM2	ARRB2	9606.ENSP00000258149	9606.ENSP00000403701	0	0	0	0	0.054	0.891	0	0.890	0.987
MDM2	UBC	9606.ENSP00000258149	9606.ENSP00000441543	0	0	0	0	0.042	0.973	0.500	0.300	0.990
MDM2	ARRB1	9606.ENSP00000258149	9606.ENSP00000409581	0	0	0	0	0.054	0.850	0	0.935	0.990
MDM2	E2F1	9606.ENSP00000258149	9606.ENSP00000345571	0	0	0	0	0	0.625	0	0.980	0.992
MDM2	RPS27A	9606.ENSP00000258149	9606.ENSP00000272317	0	0	0	0	0	0.984	0.500	0.341	0.994
MDM2	FOXO3	9606.ENSP00000258149	9606.ENSP00000339527	0	0	0	0	0.049	0.742	0	0.982	0.995
MDM2	NUMB	9606.ENSP00000258149	9606.ENSP00000451300	0	0	0	0	0.082	0.870	0	0.990	0.998
MDM2	UBE2D2	9606.ENSP00000258149	9606.ENSP00000381717	0	0	0	0	0.045	0.999	0	0.643	0.999
MDM2	RPL11	9606.ENSP00000258149	9606.ENSP00000496250	0	0	0	0	0	0.999	0	0.997	0.999
MDM2	RPL5	9606.ENSP00000258149	9606.ENSP00000359345	0	0	0	0	0	0.940	0	0.996	0.999
MED28	POLR2I	9606.ENSP00000237380	9606.ENSP00000221859	0	0	0	0	0.043	0.842	0	0	0.842
MED28	GRB2	9606.ENSP00000237380	9606.ENSP00000376345	0	0	0	0	0.049	0.480	0	0.526	0.745
MED28	H4C4	9606.ENSP00000237380	9606.ENSP00000479461	0	0	0	0	0	0.800	0	0	0.800
MED28	GTF2H4	9606.ENSP00000237380	9606.ENSP00000259895	0	0	0	0	0	0.812	0	0	0.812
MED28	TAF11	9606.ENSP00000237380	9606.ENSP00000354633	0	0	0	0	0.138	0.800	0	0	0.820
MED28	GTF2A2	9606.ENSP00000237380	9606.ENSP00000379372	0	0	0	0	0.098	0.812	0	0	0.823
MED28	POLR2H	9606.ENSP00000237380	9606.ENSP00000415536	0	0	0	0	0.049	0.842	0	0	0.843
MED28	CCNH	9606.ENSP00000237380	9606.ENSP00000498750	0	0	0	0	0.049	0.842	0	0.418	0.905
MED28	MED7	9606.ENSP00000237380	9606.ENSP00000286317	0	0	0	0	0.083	0.974	0.800	0.693	0.998
MED28	POLR2E	9606.ENSP00000237380	9606.ENSP00000478303	0	0	0	0	0.074	0.998	0	0	0.998
MED7	POLR2I	9606.ENSP00000286317	9606.ENSP00000221859	0	0	0	0	0.049	0.988	0	0.207	0.990
MED7	MED28	9606.ENSP00000286317	9606.ENSP00000237380	0	0	0	0	0.083	0.974	0.800	0.693	0.998
MED7	GTF2H4	9606.ENSP00000286317	9606.ENSP00000259895	0	0	0	0	0	0.925	0	0.114	0.931
MED7	H4C4	9606.ENSP00000286317	9606.ENSP00000479461	0	0	0	0	0.042	0.807	0	0.103	0.820
MED7	TAF11	9606.ENSP00000286317	9606.ENSP00000354633	0	0	0	0	0.143	0.800	0	0.166	0.844
MED7	CCNH	9606.ENSP00000286317	9606.ENSP00000498750	0	0	0	0	0.113	0.846	0	0.164	0.876
MED7	GTF2A2	9606.ENSP00000286317	9606.ENSP00000379372	0	0	0	0	0.074	0.925	0	0.215	0.941
MED7	POLR2H	9606.ENSP00000286317	9606.ENSP00000415536	0	0	0	0	0.049	0.988	0	0.111	0.989
MED7	POLR2E	9606.ENSP00000286317	9606.ENSP00000478303	0	0	0	0	0	0.989	0	0.165	0.991
MELK	OIP5	9606.ENSP00000298048	9606.ENSP00000220514	0	0	0	0	0.789	0	0	0.279	0.842
MELK	DEPDC1	9606.ENSP00000298048	9606.ENSP00000412292	0	0	0	0	0.679	0	0	0.256	0.751
MELK	CHEK1	9606.ENSP00000298048	9606.ENSP00000391090	0	0	0	0.611	0.791	0.078	0	0.392	0.873
MELK	CENPA	9606.ENSP00000298048	9606.ENSP00000336868	0	0	0	0	0.790	0.078	0	0.441	0.882
METTL3	METTL5	9606.ENSP00000298717	9606.ENSP00000260953	0	0	0	0	0.107	0	0	0.812	0.824
METTL3	SMAD2	9606.ENSP00000298717	9606.ENSP00000262160	0	0	0	0	0.042	0.292	0	0.968	0.977
METTL3	HNRNPA2B1	9606.ENSP00000298717	9606.ENSP00000346694	0	0	0	0	0.158	0	0	0.862	0.879
METTL3	EIF3H	9606.ENSP00000298717	9606.ENSP00000429931	0	0	0	0	0.049	0.292	0	0.988	0.991
METTL5	METTL3	9606.ENSP00000260953	9606.ENSP00000298717	0	0	0	0	0.107	0	0	0.812	0.824
MFAP4	LUM	9606.ENSP00000378957	9606.ENSP00000266718	0	0	0	0	0.354	0	0	0.603	0.732
MGAM	PYGL	9606.ENSP00000447378	9606.ENSP00000216392	0.057	0	0	0	0.067	0	0.925	0.605	0.970
MGAM	CLEC5A	9606.ENSP00000447378	9606.ENSP00000449999	0	0	0	0	0.138	0	0	0.710	0.740
MGAM	HK1	9606.ENSP00000447378	9606.ENSP00000494664	0	0	0	0	0.056	0	0.912	0.133	0.922
MGMT	EGFR	9606.ENSP00000302111	9606.ENSP00000275493	0	0	0	0	0	0	0	0.821	0.821
MID1	IGBP1	9606.ENSP00000414521	9606.ENSP00000363661	0	0	0	0	0.097	0.896	0	0.554	0.954
MID1	UBE2D2	9606.ENSP00000414521	9606.ENSP00000381717	0	0	0	0	0	0.798	0	0.086	0.807
MKKS	CCT5	9606.ENSP00000246062	9606.ENSP00000280326	0	0	0	0	0.691	0.693	0.876	0.298	0.990
MLLT11	KMT2A	9606.ENSP00000357917	9606.ENSP00000436786	0	0	0	0	0	0	0	0.859	0.859
MME	CD22	9606.ENSP00000418525	9606.ENSP00000085219	0	0	0	0	0	0	0	0.841	0.841
MME	CD19	9606.ENSP00000418525	9606.ENSP00000313419	0	0	0	0	0	0	0	0.954	0.954
MME	KRT7	9606.ENSP00000418525	9606.ENSP00000329243	0	0	0	0	0.060	0	0	0.800	0.804
MME	PAX5	9606.ENSP00000418525	9606.ENSP00000350844	0	0	0	0	0.042	0	0	0.843	0.843
MME	FCGR1A	9606.ENSP00000418525	9606.ENSP00000358165	0	0	0	0	0	0	0	0.746	0.746
MME	SDC1	9606.ENSP00000418525	9606.ENSP00000370542	0	0	0	0	0.042	0	0	0.714	0.714
MME	PRCP	9606.ENSP00000418525	9606.ENSP00000377055	0	0	0	0	0.042	0	0.900	0.544	0.952
MME	PTPRC	9606.ENSP00000418525	9606.ENSP00000411355	0	0	0	0	0.062	0	0	0.770	0.775
MME	LYN	9606.ENSP00000418525	9606.ENSP00000428924	0	0	0	0	0.047	0.510	0	0.496	0.744
MME	RDX	9606.ENSP00000418525	9606.ENSP00000496414	0	0	0	0	0	0.900	0	0.154	0.911
MMP11	COL11A1	9606.ENSP00000215743	9606.ENSP00000359114	0	0	0	0	0.323	0.050	0	0.616	0.732
MMP15	TIMP3	9606.ENSP00000219271	9606.ENSP00000266085	0	0	0	0	0.080	0.307	0	0.684	0.781
MMP15	GNAI3	9606.ENSP00000219271	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0.073	0.903
MOCS2	UBA7	9606.ENSP00000380157	9606.ENSP00000333266	0.086	0	0	0	0.412	0.099	0.385	0.194	0.716
MOCS2	UBA1	9606.ENSP00000380157	9606.ENSP00000338413	0.086	0	0	0	0.412	0.099	0.385	0.194	0.716
MOCS2	MARC2	9606.ENSP00000380157	9606.ENSP00000355880	0.114	0	0	0	0.057	0	0	0.909	0.918
MOCS2	PEX19	9606.ENSP00000380157	9606.ENSP00000357051	0	0	0	0	0.106	0	0	0.749	0.766
MOCS2	MPST	9606.ENSP00000380157	9606.ENSP00000411719	0	0	0	0	0	0	0.792	0.408	0.871
MPHOSPH6	WDR43	9606.ENSP00000258169	9606.ENSP00000384302	0	0	0	0	0.168	0.480	0.400	0	0.717
MPHOSPH6	EXOSC7	9606.ENSP00000258169	9606.ENSP00000265564	0	0	0	0	0.129	0.980	0.900	0.758	0.999
MPI	GUSB	9606.ENSP00000318318	9606.ENSP00000302728	0.105	0	0	0	0.055	0	0	0.757	0.777
MPI	H6PD	9606.ENSP00000318318	9606.ENSP00000473348	0	0	0	0	0.127	0	0.154	0.788	0.830
MPI	FBP2	9606.ENSP00000318318	9606.ENSP00000364486	0	0	0	0	0	0	0.900	0.183	0.914
MPI	PFKM	9606.ENSP00000318318	9606.ENSP00000496597	0.053	0	0	0	0.074	0	0.900	0.365	0.936
MPI	HK1	9606.ENSP00000318318	9606.ENSP00000494664	0.046	0	0	0	0.058	0	0.913	0.452	0.951
MPST	ETHE1	9606.ENSP00000411719	9606.ENSP00000292147	0.049	0	0	0	0.158	0	0.900	0.750	0.977
MPST	LDHAL6B	9606.ENSP00000411719	9606.ENSP00000302393	0	0	0	0	0.103	0	0.900	0.203	0.922
MPST	CTH	9606.ENSP00000411719	9606.ENSP00000359976	0.120	0.239	0	0	0.117	0	0.973	0.939	0.998
MPST	NFS1	9606.ENSP00000411719	9606.ENSP00000363205	0.046	0	0	0	0.068	0.094	0.956	0.816	0.992
MPST	MOCS2	9606.ENSP00000411719	9606.ENSP00000380157	0	0	0	0	0	0	0.792	0.408	0.871
MPST	CBS	9606.ENSP00000411719	9606.ENSP00000381231	0.111	0	0	0	0.128	0	0	0.913	0.927
MPST	SCLY	9606.ENSP00000411719	9606.ENSP00000499199	0.046	0	0	0	0.068	0.091	0.585	0.363	0.747
MPST	SQOR	9606.ENSP00000411719	9606.ENSP00000456019	0.042	0	0	0	0.060	0	0	0.757	0.762
MRM2	BRIX1	9606.ENSP00000242257	9606.ENSP00000338862	0	0	0	0	0.260	0.557	0	0.260	0.736
MRM2	NSA2	9606.ENSP00000242257	9606.ENSP00000483484	0.050	0	0	0	0.405	0.592	0	0.116	0.768
MRM2	EBNA1BP2	9606.ENSP00000242257	9606.ENSP00000407323	0	0	0	0	0.394	0.584	0	0.208	0.783
MRM2	MRPL40	9606.ENSP00000242257	9606.ENSP00000333401	0	0	0	0	0.123	0.800	0	0.100	0.828
MRM2	NOC3L	9606.ENSP00000242257	9606.ENSP00000360412	0	0	0	0	0.312	0.746	0	0.159	0.840
MRM2	MRPL13	9606.ENSP00000242257	9606.ENSP00000306548	0.042	0	0	0	0.074	0.874	0	0	0.878
MRM2	MRPL24	9606.ENSP00000242257	9606.ENSP00000354525	0	0	0	0	0.192	0.878	0	0.100	0.904
MRM2	MTERF4	9606.ENSP00000242257	9606.ENSP00000480378	0	0	0	0	0.060	0.800	0	0.708	0.940
MRM2	MTG1	9606.ENSP00000242257	9606.ENSP00000323047	0	0	0	0	0.273	0.855	0	0.763	0.973
MRPL13	MRPS34	9606.ENSP00000306548	9606.ENSP00000177742	0.057	0	0	0	0.444	0.844	0	0.369	0.941
MRPL13	ACO2	9606.ENSP00000306548	9606.ENSP00000216254	0	0	0	0	0.121	0.845	0	0.116	0.869
MRPL13	MRM2	9606.ENSP00000306548	9606.ENSP00000242257	0.042	0	0	0	0.074	0.874	0	0	0.878
MRPL13	MTIF2	9606.ENSP00000306548	9606.ENSP00000263629	0.061	0	0	0	0.382	0.914	0.500	0.348	0.981
MRPL13	GUF1	9606.ENSP00000306548	9606.ENSP00000281543	0.052	0	0.235	0	0.212	0.577	0	0.240	0.783
MRPL13	OTUD3	9606.ENSP00000306548	9606.ENSP00000364261	0.052	0	0	0	0.190	0.577	0	0.240	0.720
MRPL13	EEF2	9606.ENSP00000306548	9606.ENSP00000307940	0.074	0	0	0	0.580	0.479	0	0.257	0.829
MRPL13	MTERF4	9606.ENSP00000306548	9606.ENSP00000480378	0	0	0	0	0.057	0.814	0	0.119	0.832
MRPL13	NSA2	9606.ENSP00000306548	9606.ENSP00000483484	0	0	0	0	0.178	0.786	0	0.261	0.858
MRPL13	RACK1	9606.ENSP00000306548	9606.ENSP00000426909	0	0	0	0	0.606	0.575	0	0.241	0.862
MRPL13	SRP54	9606.ENSP00000306548	9606.ENSP00000451818	0.115	0	0	0	0.169	0.778	0	0.341	0.878
MRPL13	MRPS31	9606.ENSP00000306548	9606.ENSP00000315397	0	0	0	0	0.150	0.841	0	0.270	0.893
MRPL13	MRPS27	9606.ENSP00000306548	9606.ENSP00000426941	0	0	0	0	0.130	0.841	0	0.365	0.905
MRPL13	MRPS22	9606.ENSP00000306548	9606.ENSP00000418008	0	0	0	0	0.352	0.841	0	0.400	0.933
MRPL13	RPS7	9606.ENSP00000306548	9606.ENSP00000495273	0	0	0	0	0.710	0.785	0	0.101	0.939
MRPL13	RPL15	9606.ENSP00000306548	9606.ENSP00000309334	0	0	0	0	0.771	0.783	0	0.358	0.965
MRPL13	RPS6	9606.ENSP00000306548	9606.ENSP00000369757	0	0	0	0	0.805	0.811	0	0.210	0.968
MRPL13	RPS24	9606.ENSP00000306548	9606.ENSP00000414321	0	0	0	0	0.808	0.786	0	0.335	0.970
MRPL13	RPL11	9606.ENSP00000306548	9606.ENSP00000496250	0.115	0	0	0	0.813	0.783	0	0.342	0.973
MRPL13	RPL5	9606.ENSP00000306548	9606.ENSP00000359345	0.115	0	0	0	0.814	0.784	0	0.400	0.975
MRPL13	MTG1	9606.ENSP00000306548	9606.ENSP00000323047	0	0	0	0	0.049	0.979	0	0.072	0.980
MRPL13	MRPL40	9606.ENSP00000306548	9606.ENSP00000333401	0	0	0	0	0.423	0.992	0	0.445	0.997
MRPL13	MRPS15	9606.ENSP00000306548	9606.ENSP00000362208	0.084	0	0	0	0.658	0.991	0	0.665	0.998
MRPL13	MRPL24	9606.ENSP00000306548	9606.ENSP00000354525	0.091	0	0	0	0.644	0.995	0	0.704	0.999
MRPL24	MRPS34	9606.ENSP00000354525	9606.ENSP00000177742	0	0	0	0	0.422	0.844	0	0.166	0.918
MRPL24	MRM2	9606.ENSP00000354525	9606.ENSP00000242257	0	0	0	0	0.192	0.878	0	0.100	0.904
MRPL24	MTIF2	9606.ENSP00000354525	9606.ENSP00000263629	0	0	0	0	0.311	0.913	0.500	0.350	0.978
MRPL24	MRPL13	9606.ENSP00000354525	9606.ENSP00000306548	0.091	0	0	0	0.644	0.995	0	0.704	0.999
MRPL24	EEF2	9606.ENSP00000354525	9606.ENSP00000307940	0.079	0	0	0	0.568	0.479	0	0.116	0.792
MRPL24	RPL15	9606.ENSP00000354525	9606.ENSP00000309334	0	0	0	0	0.807	0.783	0	0.376	0.971
MRPL24	MRPS31	9606.ENSP00000354525	9606.ENSP00000315397	0	0	0	0	0.231	0.841	0	0.053	0.874
MRPL24	MTG1	9606.ENSP00000354525	9606.ENSP00000323047	0	0	0	0	0.080	0.979	0	0.115	0.981
MRPL24	MRPL40	9606.ENSP00000354525	9606.ENSP00000333401	0	0	0	0	0.401	0.862	0	0.400	0.946
MRPL24	EBNA1BP2	9606.ENSP00000354525	9606.ENSP00000407323	0	0	0	0	0.138	0.638	0	0.317	0.768
MRPL24	SRP54	9606.ENSP00000354525	9606.ENSP00000451818	0.042	0	0	0	0.123	0.784	0	0.166	0.828
MRPL24	RACK1	9606.ENSP00000354525	9606.ENSP00000426909	0	0	0	0	0.613	0.575	0	0.085	0.836
MRPL24	NSA2	9606.ENSP00000354525	9606.ENSP00000483484	0	0	0	0	0.321	0.787	0	0.087	0.856
MRPL24	MTERF4	9606.ENSP00000354525	9606.ENSP00000480378	0	0	0	0	0.049	0.815	0	0.381	0.881
