#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BUB1B	KIF18A	9606.ENSP00000287598	9606.ENSP00000263181	0	0	0	0	0.664	0.071	0.500	0.509	0.913
BUB1B	SPDL1	9606.ENSP00000287598	9606.ENSP00000265295	0	0	0	0	0.441	0	0.900	0.316	0.958
BUB1B	TP53	9606.ENSP00000287598	9606.ENSP00000269305	0	0	0	0	0.080	0.164	0	0.696	0.745
BUB1B	CENPC	9606.ENSP00000287598	9606.ENSP00000273853	0	0	0	0	0.076	0	0.500	0.544	0.770
BUB1B	PHC1	9606.ENSP00000287598	9606.ENSP00000437659	0	0	0	0	0.068	0	0.720	0.069	0.735
BUB1B	CLASP2	9606.ENSP00000287598	9606.ENSP00000327760	0	0	0	0	0.055	0	0.500	0.499	0.742
BUB1B	CUL7	9606.ENSP00000287598	9606.ENSP00000438788	0	0	0	0	0.042	0	0.720	0.386	0.821
BUB1B	CKAP5	9606.ENSP00000287598	9606.ENSP00000432768	0	0	0	0	0.199	0.188	0.500	0.521	0.823
BUB1B	KNTC1	9606.ENSP00000287598	9606.ENSP00000328236	0	0	0	0	0.712	0	0.500	0.496	0.921
BUB1B	MIS12	9606.ENSP00000287598	9606.ENSP00000370557	0	0	0	0	0.053	0.823	0.500	0.303	0.933
BUB1B	TPX2	9606.ENSP00000287598	9606.ENSP00000300403	0	0	0	0	0.849	0	0	0.595	0.936
BUB1B	CDCA8	9606.ENSP00000287598	9606.ENSP00000362146	0	0	0	0	0.921	0	0.500	0.862	0.994
BUB1B	ZWINT	9606.ENSP00000287598	9606.ENSP00000363055	0	0	0	0	0.787	0.823	0.500	0.814	0.996
BUB1B	MAD2L1	9606.ENSP00000287598	9606.ENSP00000296509	0	0	0	0	0.720	0.999	0.800	0.988	0.999
BUB1B	KNL1	9606.ENSP00000287598	9606.ENSP00000335463	0	0	0	0	0.403	0.977	0.500	0.984	0.999
C1S	SERPING1	9606.ENSP00000385035	9606.ENSP00000278407	0	0	0	0	0.441	0.694	0.900	0.999	0.999
C1S	KNG1	9606.ENSP00000385035	9606.ENSP00000493985	0	0	0	0	0.114	0	0	0.725	0.746
C1S	COLEC11	9606.ENSP00000385035	9606.ENSP00000411770	0	0	0	0	0.067	0.046	0.400	0.754	0.851
C3AR1	CSF1R	9606.ENSP00000302079	9606.ENSP00000286301	0	0	0	0	0.409	0	0	0.601	0.754
C4BPB	CFI	9606.ENSP00000243611	9606.ENSP00000378131	0	0	0	0	0.085	0.046	0.500	0.620	0.812
CACNA1D	GNB3	9606.ENSP00000288139	9606.ENSP00000229264	0	0	0	0	0	0.045	0.650	0.221	0.716
CACNA1D	TMEM262	9606.ENSP00000288139	9606.ENSP00000432459	0	0	0	0	0	0.130	0.720	0	0.745
CACNA1D	CATSPERG	9606.ENSP00000288139	9606.ENSP00000386962	0	0	0	0	0.060	0.114	0.720	0.064	0.752
CACNA1D	CACNA1E	9606.ENSP00000288139	9606.ENSP00000356545	0	0	0.097	0.843	0	0.092	0.540	0.502	0.787
CACNA1D	KCNJ5	9606.ENSP00000288139	9606.ENSP00000433295	0	0	0	0	0.049	0.077	0	0.797	0.806
CACNA1D	CACNA2D3	9606.ENSP00000288139	9606.ENSP00000419101	0	0	0	0	0.069	0.289	0.540	0.642	0.876
CACNA1D	NOS1	9606.ENSP00000288139	9606.ENSP00000477999	0	0	0	0	0.066	0.062	0.900	0.181	0.918
CACNA1D	CALML3	9606.ENSP00000288139	9606.ENSP00000315299	0	0	0	0	0	0.423	0.900	0.851	0.990
CACNA1E	CACNA2D3	9606.ENSP00000356545	9606.ENSP00000419101	0	0	0	0	0.129	0.289	0.540	0.678	0.896
CACNA2D3	PPP2R2B	9606.ENSP00000419101	9606.ENSP00000377936	0	0	0	0	0.072	0	0.650	0.159	0.703
CALCR	RAMP1	9606.ENSP00000352561	9606.ENSP00000254661	0	0	0	0	0	0.901	0.900	0.999	0.999
CALCR	NFATC1	9606.ENSP00000352561	9606.ENSP00000389377	0	0	0	0	0	0	0	0.781	0.781
CALD1	MYL9	9606.ENSP00000354826	9606.ENSP00000279022	0	0	0	0	0.393	0.125	0.500	0.483	0.844
CALD1	ITGA1	9606.ENSP00000354826	9606.ENSP00000282588	0	0	0	0	0.117	0	0.500	0.409	0.716
CALD1	CALML3	9606.ENSP00000354826	9606.ENSP00000315299	0	0	0	0	0	0.125	0	0.996	0.996
CALML3	PVALB	9606.ENSP00000315299	9606.ENSP00000216200	0	0	0	0	0.042	0	0	0.776	0.776
CALML3	PDE1B	9606.ENSP00000315299	9606.ENSP00000243052	0	0	0	0	0	0.105	0.900	0.705	0.971
CALML3	PIK3C3	9606.ENSP00000315299	9606.ENSP00000262039	0	0	0	0	0	0	0	0.976	0.976
CALML3	INVS	9606.ENSP00000315299	9606.ENSP00000262457	0	0	0	0	0	0.104	0	0.771	0.786
CALML3	SLC9A1	9606.ENSP00000315299	9606.ENSP00000263980	0	0	0	0	0.057	0.050	0	0.934	0.936
CALML3	ENPEP	9606.ENSP00000315299	9606.ENSP00000265162	0	0	0	0	0	0	0	0.782	0.782
CALML3	MYBPC2	9606.ENSP00000315299	9606.ENSP00000350332	0	0	0	0	0.043	0.287	0	0.597	0.701
CALML3	MYO7A	9606.ENSP00000315299	9606.ENSP00000386331	0	0	0	0	0	0.295	0	0.638	0.734
CALML3	FKBP8	9606.ENSP00000315299	9606.ENSP00000471700	0	0	0	0	0.074	0.140	0	0.705	0.744
CALML3	PLCB1	9606.ENSP00000315299	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.320	0.751
CALML3	NFATC1	9606.ENSP00000315299	9606.ENSP00000389377	0	0	0	0	0	0	0	0.786	0.786
CALML3	PLA2G6	9606.ENSP00000315299	9606.ENSP00000333142	0	0	0	0	0.075	0	0	0.779	0.787
CALML3	JAK2	9606.ENSP00000315299	9606.ENSP00000371067	0	0	0	0	0.056	0.099	0	0.779	0.795
CALML3	POMC	9606.ENSP00000315299	9606.ENSP00000384092	0	0	0	0	0.044	0	0	0.830	0.830
CALML3	STRN4	9606.ENSP00000315299	9606.ENSP00000375777	0	0	0	0	0.044	0	0	0.839	0.840
CALML3	FGF17	9606.ENSP00000315299	9606.ENSP00000352414	0	0	0	0	0.058	0.104	0	0.826	0.840
CALML3	MYBPC3	9606.ENSP00000315299	9606.ENSP00000442795	0	0	0	0	0.044	0.287	0	0.850	0.889
CALML3	DAPK3	9606.ENSP00000315299	9606.ENSP00000442973	0	0	0	0	0.067	0.400	0	0.829	0.896
CALML3	MYO10	9606.ENSP00000315299	9606.ENSP00000421280	0	0	0	0	0	0.662	0	0.746	0.910
CALML3	UNC13A	9606.ENSP00000315299	9606.ENSP00000429562	0	0	0	0	0	0.099	0	0.905	0.911
CALML3	GJB1	9606.ENSP00000315299	9606.ENSP00000354900	0	0	0	0	0	0	0	0.936	0.936
CALML3	NRAS	9606.ENSP00000315299	9606.ENSP00000358548	0	0	0	0	0.074	0.130	0.900	0.544	0.958
CALML3	GRIN1	9606.ENSP00000315299	9606.ENSP00000360608	0	0	0	0	0.042	0.068	0.650	0.889	0.960
CALML3	KCNQ2	9606.ENSP00000315299	9606.ENSP00000352035	0	0	0	0	0.050	0.298	0	0.953	0.965
CALML3	SCN5A	9606.ENSP00000315299	9606.ENSP00000328968	0	0	0	0	0	0.295	0	0.965	0.974
CALML3	NOS1	9606.ENSP00000315299	9606.ENSP00000477999	0	0	0	0	0.054	0.066	0.900	0.995	0.999
CAMKMT	EZH2	9606.ENSP00000367755	9606.ENSP00000320147	0	0	0	0	0	0	0.650	0.518	0.824
CAMKMT	SUV39H2	9606.ENSP00000367755	9606.ENSP00000346997	0	0	0	0	0.055	0	0.650	0.480	0.812
CAMKMT	SMYD2	9606.ENSP00000367755	9606.ENSP00000355924	0	0	0	0	0.049	0	0.650	0.521	0.826
CAMKMT	EHMT1	9606.ENSP00000367755	9606.ENSP00000417980	0	0	0	0	0	0	0.650	0.417	0.787
CASP7	RIPK1	9606.ENSP00000358327	9606.ENSP00000259808	0	0	0	0	0.179	0.067	0	0.693	0.744
CASP7	TP53	9606.ENSP00000358327	9606.ENSP00000269305	0	0	0	0	0.085	0.164	0	0.688	0.740
CATSPERG	TMEM262	9606.ENSP00000386962	9606.ENSP00000432459	0	0	0	0	0	0.507	0.720	0	0.856
CCDC106	TP53	9606.ENSP00000465757	9606.ENSP00000269305	0	0	0	0	0	0.517	0	0.506	0.751
CCL11	CCL27	9606.ENSP00000302234	9606.ENSP00000259631	0	0	0	0	0	0.994	0	0.669	0.997
CCL11	CXCL13	9606.ENSP00000302234	9606.ENSP00000286758	0	0	0	0	0.131	0	0	0.743	0.767
CCL11	CCR2	9606.ENSP00000302234	9606.ENSP00000292301	0	0	0	0	0.112	0	0.650	0.995	0.998
CCL11	IL15	9606.ENSP00000302234	9606.ENSP00000296545	0	0	0	0	0.104	0	0	0.792	0.806
CCL11	CXCR6	9606.ENSP00000302234	9606.ENSP00000395704	0	0	0	0	0.076	0	0.650	0.296	0.752
CCL11	IL25	9606.ENSP00000302234	9606.ENSP00000328111	0	0	0	0	0	0	0	0.755	0.755
CCL11	IL10	9606.ENSP00000302234	9606.ENSP00000412237	0	0	0	0	0.197	0	0	0.812	0.843
CCL11	XCL1	9606.ENSP00000302234	9606.ENSP00000356792	0	0	0	0.805	0.074	0.994	0	0.206	0.995
CCL21	PDPN	9606.ENSP00000259607	9606.ENSP00000294489	0	0	0	0	0.044	0	0	0.843	0.843
CCL21	CCRL2	9606.ENSP00000259607	9606.ENSP00000349967	0	0	0	0	0.049	0	0	0.890	0.891
CCL21	CXCR6	9606.ENSP00000259607	9606.ENSP00000395704	0	0	0	0	0.121	0	0.650	0.683	0.894
CCL21	CCR2	9606.ENSP00000259607	9606.ENSP00000292301	0	0	0	0	0.080	0	0.650	0.842	0.944
CCL21	CCL27	9606.ENSP00000259607	9606.ENSP00000259631	0	0	0	0	0.042	0	0.500	0.898	0.946
CCL21	CXCL13	9606.ENSP00000259607	9606.ENSP00000286758	0	0	0	0	0.242	0	0.500	0.980	0.991
CCL21	XCL1	9606.ENSP00000259607	9606.ENSP00000356792	0	0	0	0	0.088	0.994	0	0.703	0.998
CCL27	CCRL2	9606.ENSP00000259631	9606.ENSP00000349967	0	0	0	0	0	0	0	0.804	0.804
CCL27	CXCR6	9606.ENSP00000259631	9606.ENSP00000395704	0	0	0.234	0	0	0	0.650	0.383	0.820
CCL27	CCL7	9606.ENSP00000259631	9606.ENSP00000367832	0	0	0	0	0	0	0	0.830	0.830
CCL27	CXCL13	9606.ENSP00000259631	9606.ENSP00000286758	0	0	0	0	0	0	0.500	0.834	0.913
CCL27	CCR2	9606.ENSP00000259631	9606.ENSP00000292301	0	0	0	0	0	0	0.900	0.678	0.966
CCL7	CCR2	9606.ENSP00000367832	9606.ENSP00000292301	0	0	0	0	0.042	0.287	0.900	0.997	0.999
CCL7	CCRL2	9606.ENSP00000367832	9606.ENSP00000349967	0	0	0	0	0.138	0	0	0.763	0.787
CCL7	IL10	9606.ENSP00000367832	9606.ENSP00000412237	0	0	0	0	0.239	0	0	0.752	0.803
CCL7	CXCR6	9606.ENSP00000367832	9606.ENSP00000395704	0	0	0	0	0.059	0	0.650	0.497	0.819
CCN1	ZWINT	9606.ENSP00000398736	9606.ENSP00000363055	0	0	0	0	0	0.780	0	0	0.780
CCNT1	CDK13	9606.ENSP00000261900	9606.ENSP00000181839	0	0	0	0	0.129	0.515	0.720	0.762	0.968
CCNT1	SSRP1	9606.ENSP00000261900	9606.ENSP00000278412	0	0	0	0	0.159	0	0.540	0.322	0.715
CCNT1	TTF2	9606.ENSP00000261900	9606.ENSP00000358478	0	0	0	0	0.060	0	0.720	0	0.725
CCNT1	MMS19	9606.ENSP00000261900	9606.ENSP00000359818	0	0	0	0	0.060	0	0.900	0	0.901
CCNT1	ELP4	9606.ENSP00000261900	9606.ENSP00000379267	0	0	0	0	0.075	0.071	0.900	0	0.906
CCNT1	ERCC2	9606.ENSP00000261900	9606.ENSP00000375809	0	0	0	0	0.044	0	0.900	0.108	0.907
CCNT1	ICE1	9606.ENSP00000261900	9606.ENSP00000296564	0	0	0	0	0.067	0	0.900	0.125	0.911
CCNT1	SUPT5H	9606.ENSP00000261900	9606.ENSP00000470252	0	0	0	0	0.147	0.539	0.900	0.794	0.990
CCR2	SCARB2	9606.ENSP00000292301	9606.ENSP00000264896	0	0	0	0	0.101	0	0	0.722	0.739
CCR2	CSF1R	9606.ENSP00000292301	9606.ENSP00000286301	0	0	0	0	0.198	0	0	0.735	0.778
CCR2	CXCL13	9606.ENSP00000292301	9606.ENSP00000286758	0	0	0	0	0.060	0	0.650	0.724	0.901
CCR2	JAK2	9606.ENSP00000292301	9606.ENSP00000371067	0	0	0	0	0.100	0	0.650	0.371	0.784
CCR2	FCGR1A	9606.ENSP00000292301	9606.ENSP00000358165	0	0	0	0	0.177	0.098	0	0.779	0.821
CCR2	CXCR6	9606.ENSP00000292301	9606.ENSP00000395704	0	0	0	0.821	0.170	0	0.500	0.621	0.828
CCR2	IL10	9606.ENSP00000292301	9606.ENSP00000412237	0	0	0	0	0.103	0	0.400	0.792	0.878
CCR2	XCL1	9606.ENSP00000292301	9606.ENSP00000356792	0	0	0	0	0.136	0	0.650	0.682	0.895
CCR2	CCRL2	9606.ENSP00000292301	9606.ENSP00000349967	0	0	0.085	0.875	0.106	0	0	0.969	0.972
CCRL2	KLRB1	9606.ENSP00000349967	9606.ENSP00000229402	0	0	0	0	0.103	0	0	0.873	0.881
CCRL2	CXCL13	9606.ENSP00000349967	9606.ENSP00000286758	0	0	0	0	0.060	0	0	0.881	0.883
CCRL2	IL10	9606.ENSP00000349967	9606.ENSP00000412237	0	0	0	0	0.133	0	0	0.757	0.781
CCT6A	EIF2S1	9606.ENSP00000275603	9606.ENSP00000256383	0	0	0	0	0.803	0.061	0	0.182	0.836
CCT6A	TP53	9606.ENSP00000275603	9606.ENSP00000269305	0	0	0	0	0.048	0.480	0.500	0.149	0.761
CCT6A	PSMD14	9606.ENSP00000275603	9606.ENSP00000386541	0	0	0	0	0.534	0.382	0	0.191	0.747
CCT6A	RUVBL1	9606.ENSP00000275603	9606.ENSP00000318297	0	0	0	0	0.405	0.094	0.540	0.115	0.751
CCT6A	HSPB8	9606.ENSP00000275603	9606.ENSP00000281938	0	0	0	0	0.055	0.053	0.720	0.162	0.762
CCT6A	STRN4	9606.ENSP00000275603	9606.ENSP00000375777	0	0	0	0	0.044	0.994	0	0	0.994
CCT6A	STRN3	9606.ENSP00000275603	9606.ENSP00000350071	0	0	0	0	0.055	0.994	0	0	0.994
CCZ1B	RABEP1	9606.ENSP00000314544	9606.ENSP00000445408	0	0	0	0	0.126	0	0	0.671	0.700
CD1A	CD2	9606.ENSP00000289429	9606.ENSP00000358490	0	0	0	0	0.109	0.045	0	0.715	0.736
CD2	KLRB1	9606.ENSP00000358490	9606.ENSP00000229402	0	0	0	0	0.773	0.099	0	0.633	0.918
CD2	CD28	9606.ENSP00000358490	9606.ENSP00000324890	0	0	0	0	0.287	0	0	0.981	0.985
CD2	SLAMF1	9606.ENSP00000358490	9606.ENSP00000438406	0	0	0	0	0.353	0	0	0.851	0.899
CD28	PIK3R3	9606.ENSP00000324890	9606.ENSP00000262741	0	0	0	0	0	0	0.900	0.108	0.906
CD28	IL15	9606.ENSP00000324890	9606.ENSP00000296545	0	0	0	0	0.042	0	0	0.841	0.842
CD28	IL10	9606.ENSP00000324890	9606.ENSP00000412237	0	0	0	0	0.098	0	0	0.917	0.922
CD28	TNFRSF9	9606.ENSP00000324890	9606.ENSP00000478699	0	0	0	0	0.123	0	0	0.924	0.930
CD28	CD70	9606.ENSP00000324890	9606.ENSP00000395294	0	0	0	0	0.062	0	0	0.979	0.979
CD70	TNFRSF9	9606.ENSP00000395294	9606.ENSP00000478699	0	0	0	0	0.127	0	0	0.985	0.986
CD93	GIPC1	9606.ENSP00000246006	9606.ENSP00000376753	0	0	0	0	0	0.292	0	0.726	0.798
CDADC1	FNDC3A	9606.ENSP00000251108	9606.ENSP00000441831	0	0.154	0	0	0.079	0	0	0.648	0.702
CDC25A	ORC2	9606.ENSP00000303706	9606.ENSP00000234296	0	0	0	0	0.049	0.782	0	0.090	0.794
CDC25A	TP53	9606.ENSP00000303706	9606.ENSP00000269305	0	0	0	0	0.067	0	0	0.858	0.861
CDCA8	KIF23	9606.ENSP00000362146	9606.ENSP00000260363	0	0	0	0	0.776	0.292	0	0.736	0.954
CDCA8	KIF18A	9606.ENSP00000362146	9606.ENSP00000263181	0	0	0	0	0.604	0	0	0.376	0.742
CDCA8	MAD2L1	9606.ENSP00000362146	9606.ENSP00000296509	0	0	0	0	0.754	0	0.500	0.515	0.935
CDCA8	TPX2	9606.ENSP00000362146	9606.ENSP00000300403	0	0	0	0	0.814	0	0	0.584	0.919
CDCA8	KNTC1	9606.ENSP00000362146	9606.ENSP00000328236	0	0	0	0	0.532	0	0	0.677	0.842
CDCA8	KNL1	9606.ENSP00000362146	9606.ENSP00000335463	0	0	0	0	0.413	0	0	0.604	0.757
CDCA8	ZWINT	9606.ENSP00000362146	9606.ENSP00000363055	0	0	0	0	0.652	0	0	0.394	0.780
CDK13	SUPT5H	9606.ENSP00000181839	9606.ENSP00000470252	0	0	0	0	0.067	0.597	0.540	0.613	0.924
CDYL	RCOR1	9606.ENSP00000380718	9606.ENSP00000262241	0	0	0	0	0.129	0.068	0	0.760	0.788
CDYL	EZH2	9606.ENSP00000380718	9606.ENSP00000320147	0	0	0	0	0.062	0.361	0	0.846	0.900
CDYL	EHMT1	9606.ENSP00000380718	9606.ENSP00000417980	0	0	0	0	0.122	0.135	0	0.893	0.912
CEBPG	TRIB3	9606.ENSP00000466022	9606.ENSP00000415416	0	0	0	0	0.259	0.094	0.500	0.481	0.802
CELSR3	VANGL1	9606.ENSP00000164024	9606.ENSP00000347672	0	0	0	0	0	0.146	0	0.688	0.722
CENPC	KNL1	9606.ENSP00000273853	9606.ENSP00000335463	0	0	0	0	0.067	0	0.500	0.772	0.884
CENPC	ZWINT	9606.ENSP00000273853	9606.ENSP00000363055	0	0	0	0	0.067	0.781	0	0.507	0.890
CENPC	CENPQ	9606.ENSP00000273853	9606.ENSP00000337289	0	0	0	0	0.104	0.837	0.800	0.866	0.995
CENPC	MIS12	9606.ENSP00000273853	9606.ENSP00000370557	0	0	0	0	0.081	0.983	0	0.851	0.997
CENPJ	CEP135	9606.ENSP00000371308	9606.ENSP00000257287	0	0	0	0	0.143	0.503	0	0.992	0.996
CENPJ	PLK2	9606.ENSP00000371308	9606.ENSP00000274289	0	0	0	0	0.067	0.356	0.750	0.599	0.931
CENPJ	HAUS6	9606.ENSP00000371308	9606.ENSP00000369871	0	0	0	0	0.199	0.089	0.500	0.324	0.720
CENPQ	MAD2L1	9606.ENSP00000337289	9606.ENSP00000296509	0	0	0	0	0.447	0	0.500	0	0.711
CENPQ	KNL1	9606.ENSP00000337289	9606.ENSP00000335463	0	0	0	0	0.154	0	0.500	0.526	0.782
CEP135	KIAA0753	9606.ENSP00000257287	9606.ENSP00000355250	0	0	0	0	0.092	0.494	0	0.418	0.709
CEP135	HAUS6	9606.ENSP00000257287	9606.ENSP00000369871	0	0	0	0	0.193	0.165	0.500	0.333	0.745
CERK	KDSR	9606.ENSP00000216264	9606.ENSP00000494352	0	0	0	0	0	0	0.188	0.700	0.746
CERK	SPTLC1	9606.ENSP00000216264	9606.ENSP00000262554	0.056	0	0	0	0	0.057	0	0.814	0.820
CERK	CERS2	9606.ENSP00000216264	9606.ENSP00000271688	0	0	0	0	0.049	0	0.900	0.685	0.967
CERS2	SPTLC1	9606.ENSP00000271688	9606.ENSP00000262554	0	0	0	0	0.067	0	0	0.784	0.790
CERS2	KDSR	9606.ENSP00000271688	9606.ENSP00000494352	0	0	0	0	0.054	0.131	0.914	0.679	0.974
CFI	SERPIND1	9606.ENSP00000378131	9606.ENSP00000215727	0	0	0	0	0.427	0.045	0	0.495	0.700
CGREF1	CGRRF1	9606.ENSP00000385452	9606.ENSP00000216420	0	0	0	0	0	0	0	0.960	0.960
CHGB	PCSK1N	9606.ENSP00000368244	9606.ENSP00000218230	0	0	0	0	0.188	0	0	0.670	0.721
CHP2	SLC9A1	9606.ENSP00000300113	9606.ENSP00000263980	0	0	0	0	0.057	0.973	0	0.301	0.981
CHPF2	CSGALNACT2	9606.ENSP00000035307	9606.ENSP00000363590	0	0	0	0.561	0.062	0.091	0.900	0.345	0.936
CHRD	GREM2	9606.ENSP00000204604	9606.ENSP00000318650	0	0	0	0	0.062	0	0	0.737	0.743
CHRNA4	KCNQ2	9606.ENSP00000359285	9606.ENSP00000352035	0	0	0	0	0.282	0	0	0.899	0.924
CHRNA4	CHRNE	9606.ENSP00000359285	9606.ENSP00000497829	0	0	0.078	0.833	0.076	0.117	0.720	0.104	0.777
CHRNA4	JAK2	9606.ENSP00000359285	9606.ENSP00000371067	0	0	0	0	0	0.043	0.900	0.073	0.903
CHRNE	CHRNG	9606.ENSP00000497829	9606.ENSP00000498757	0	0	0.067	0.938	0.066	0	0.540	0.411	0.732
CIDEA	LIPE	9606.ENSP00000320209	9606.ENSP00000244289	0	0	0	0	0.328	0	0	0.791	0.853
CIDEA	PPARG	9606.ENSP00000320209	9606.ENSP00000287820	0	0	0	0	0.110	0	0	0.827	0.839
CIDEA	PNPLA2	9606.ENSP00000320209	9606.ENSP00000337701	0	0	0	0	0.056	0	0	0.770	0.773
CIDEA	DFFB	9606.ENSP00000320209	9606.ENSP00000339524	0	0	0	0	0	0.244	0	0.842	0.875
CKAP5	MAPRE3	9606.ENSP00000432768	9606.ENSP00000233121	0	0	0	0	0.067	0.836	0	0.689	0.948
CKAP5	KIF18A	9606.ENSP00000432768	9606.ENSP00000263181	0	0	0	0	0.170	0.510	0	0.591	0.819
CKAP5	DNMT3A	9606.ENSP00000432768	9606.ENSP00000264709	0	0	0	0	0.079	0.631	0	0.280	0.734
CKAP5	MAD2L1	9606.ENSP00000432768	9606.ENSP00000296509	0	0	0	0	0.196	0.399	0.500	0.677	0.911
CKAP5	TPX2	9606.ENSP00000432768	9606.ENSP00000300403	0	0	0	0	0.338	0	0	0.599	0.723
CKAP5	CLASP2	9606.ENSP00000432768	9606.ENSP00000327760	0	0	0	0	0.166	0.151	0	0.645	0.727
CKAP5	HAUS6	9606.ENSP00000432768	9606.ENSP00000369871	0	0	0	0	0.126	0.095	0.500	0.338	0.703
CLASP2	CLIP2	9606.ENSP00000327760	9606.ENSP00000223398	0	0	0	0	0	0.298	0	0.955	0.967
CLDN5	TJP3	9606.ENSP00000385477	9606.ENSP00000465419	0	0	0	0	0.060	0.051	0.650	0.846	0.945
CLDN6	TJP3	9606.ENSP00000380131	9606.ENSP00000465419	0	0	0	0	0.093	0.085	0.650	0.467	0.824
CLEC4E	SAP130	9606.ENSP00000299663	9606.ENSP00000350333	0	0	0	0	0	0	0	0.708	0.708
CLINT1	EPN3	9606.ENSP00000429824	9606.ENSP00000268933	0	0	0	0.663	0.047	0	0.540	0.395	0.711
CLINT1	GGA2	9606.ENSP00000429824	9606.ENSP00000311962	0	0	0	0	0.082	0.631	0	0.798	0.925
CLINT1	EPS15	9606.ENSP00000429824	9606.ENSP00000360798	0	0	0	0	0.121	0.292	0.540	0.602	0.871
CLIP2	FKBP6	9606.ENSP00000223398	9606.ENSP00000252037	0	0	0	0	0.044	0.046	0	0.734	0.736
CLIP2	MAPRE3	9606.ENSP00000223398	9606.ENSP00000233121	0	0	0	0	0.074	0.483	0	0.594	0.788
CLIP2	TBL2	9606.ENSP00000223398	9606.ENSP00000307260	0	0	0	0	0.049	0	0	0.838	0.839
CLIP2	GTF2IRD1	9606.ENSP00000223398	9606.ENSP00000397566	0	0.373	0	0	0.056	0	0	0.857	0.908
CNGA3	PDE6A	9606.ENSP00000272602	9606.ENSP00000255266	0	0	0	0	0.075	0.071	0	0.679	0.700
COIL	DKC1	9606.ENSP00000240316	9606.ENSP00000358563	0.042	0	0	0	0.138	0.118	0	0.726	0.774
COL16A1	COL4A3	9606.ENSP00000362776	9606.ENSP00000379823	0	0	0.173	0.675	0	0	0.400	0.458	0.707
COL4A3	ITGB4	9606.ENSP00000379823	9606.ENSP00000200181	0	0	0	0	0.046	0.051	0.650	0.525	0.829
COL4A3	ITGA1	9606.ENSP00000379823	9606.ENSP00000282588	0	0	0	0	0.044	0	0.650	0.387	0.777
COL4A3	ITGA5	9606.ENSP00000379823	9606.ENSP00000293379	0	0	0	0	0.064	0	0.650	0.214	0.720
COL4A3	VSX1	9606.ENSP00000379823	9606.ENSP00000365899	0	0	0	0	0.043	0	0	0.724	0.724
COL6A1	ITGB4	9606.ENSP00000355180	9606.ENSP00000200181	0	0	0	0	0.070	0.045	0.650	0.337	0.766
COL6A1	ITGA1	9606.ENSP00000355180	9606.ENSP00000282588	0	0	0	0	0.109	0	0.650	0.617	0.870
COL6A1	ITGA5	9606.ENSP00000355180	9606.ENSP00000293379	0	0	0	0	0.136	0	0.650	0.763	0.922
COQ8A	PDSS1	9606.ENSP00000355741	9606.ENSP00000365388	0.041	0	0	0	0	0.059	0	0.988	0.988
CP	HEPH	9606.ENSP00000264613	9606.ENSP00000430620	0	0	0.070	0.940	0.050	0	0.900	0.043	0.904
CP	HP	9606.ENSP00000264613	9606.ENSP00000348170	0	0	0	0	0.166	0.238	0	0.923	0.947
CPA1	CPA3	9606.ENSP00000011292	9606.ENSP00000296046	0	0	0.098	0.884	0	0	0.900	0.207	0.922
CPA1	CTRB2	9606.ENSP00000011292	9606.ENSP00000303963	0	0.003	0	0	0.875	0.126	0	0.491	0.939
CPSF6	DHX15	9606.ENSP00000266679	9606.ENSP00000336741	0	0	0	0	0.657	0	0	0.218	0.720
CPSF6	TSEN2	9606.ENSP00000266679	9606.ENSP00000284995	0	0	0	0	0.056	0	0	0.804	0.807
CRABP1	CYP26B1	9606.ENSP00000299529	9606.ENSP00000001146	0	0	0	0	0.056	0	0.400	0.594	0.750
CRABP1	NEUROG1	9606.ENSP00000299529	9606.ENSP00000317580	0	0	0	0	0.060	0	0	0.734	0.740
CRNKL1	YJU2	9606.ENSP00000366557	9606.ENSP00000262962	0	0	0	0	0	0.994	0	0.543	0.997
CRNKL1	SNRNP40	9606.ENSP00000366557	9606.ENSP00000263694	0	0	0	0	0.100	0.981	0.900	0.201	0.998
CRNKL1	RBM48	9606.ENSP00000366557	9606.ENSP00000265732	0	0	0	0	0.103	0.800	0	0	0.812
CRNKL1	DDX23	9606.ENSP00000366557	9606.ENSP00000310723	0	0	0	0	0.251	0.954	0.400	0.296	0.983
CRNKL1	CWF19L1	9606.ENSP00000366557	9606.ENSP00000326411	0	0	0	0	0.134	0	0.540	0.317	0.704
CRNKL1	TSSC4	9606.ENSP00000366557	9606.ENSP00000331087	0	0	0	0	0.063	0.708	0	0	0.714
CRNKL1	WDR25	9606.ENSP00000366557	9606.ENSP00000334148	0	0	0	0	0.089	0.838	0	0.347	0.895
CRNKL1	DHX15	9606.ENSP00000366557	9606.ENSP00000336741	0	0	0	0	0.104	0.983	0	0.244	0.988
CRNKL1	PPIL2	9606.ENSP00000366557	9606.ENSP00000486725	0	0	0	0	0.115	0.846	0	0.394	0.910
CRX	MERTK	9606.ENSP00000221996	9606.ENSP00000295408	0	0	0	0	0	0	0	0.711	0.711
CRX	PDE6A	9606.ENSP00000221996	9606.ENSP00000255266	0	0	0	0	0.263	0	0	0.720	0.784
CRX	RBP3	9606.ENSP00000221996	9606.ENSP00000463151	0	0	0	0	0.198	0	0	0.753	0.794
